subject_id,ferengi-18_Odd_x-6_dust_lane,ferengi-18_Odd_x-5_merger,ferengi-18_Odd_x-4_other,ferengi-18_Odd_x-3_irregular,ferengi-18_Odd_x-2_disturbed,ferengi-18_Odd_x-1_lens_or_arc,ferengi-18_Odd_x-0_ring,ferengi-18_Odd_a-0_done,ferengi-17_Odd_a-1_no,ferengi-17_Odd_a-0_yes,ferengi-16_Discuss_a-1_no,ferengi-16_Discuss_a-0_yes,ferengi-15_Bulge_a-2_dominant,ferengi-15_Bulge_a-1_obvious,ferengi-15_Bulge_a-0_no_bulge,ferengi-14_Spiral_a-5_can't_tell,ferengi-14_Spiral_a-4_more_than_4,ferengi-14_Spiral_a-3_4,ferengi-14_Spiral_a-2_3,ferengi-14_Spiral_a-1_2,ferengi-14_Spiral_a-0_1,ferengi-13_Spiral_a-2_loose,ferengi-13_Spiral_a-1_medium,ferengi-13_Spiral_a-0_tight,ferengi-12_Spiral_a-1_no_spiral,ferengi-12_Spiral_a-0_spiral,ferengi-11_Bar_a-1_no_bar,ferengi-11_Bar_a-0_bar,ferengi-10_Bulge_a-2_no_bulge,ferengi-10_Bulge_a-1_boxy,ferengi-10_Bulge_a-0_rounded,ferengi-9_Disk_a-1_no,ferengi-9_Disk_a-0_yes,ferengi-8_Clumps_a-1_no,ferengi-8_Clumps_a-0_yes,ferengi-7_Symmetry_a-1_no,ferengi-7_Symmetry_a-0_yes,ferengi-6_Clumps_a-1_no,ferengi-6_Clumps_a-0_yes,ferengi-5_Clumps_a-1_no,ferengi-5_Clumps_a-0_yes,ferengi-4_Clumps_a-3_spiral,_irregular,ferengi-4_Clumps_a-1_chain,ferengi-4_Clumps_a-0_straight_line,ferengi-3_Clumps_a-5_can't_tell,ferengi-3_Clumps_a-4_more_than_4,ferengi-3_Clumps_a-3_4,ferengi-3_Clumps_a-2_3,ferengi-3_Clumps_a-1_2,ferengi-3_Clumps_a-0_1,ferengi-2_Clumps_a-1_no,ferengi-2_Clumps_a-0_yes,ferengi-1_Round_a-2_cigar_shaped,ferengi-1_Round_a-1_in_between,ferengi-1_Round_a-0_completely_round,ferengi-0_Shape_a-2_star_or_artifact,ferengi-0_Shape_a-1_features_or_disk,ferengi-0_Shape_a-0_smooth
5249ce0c3ae74072a30040bf,,,0.111111111938953,0.111111111938953,0.222222223877907,,0.111111111938953,0.444444447755814,0.870967745780945,0.129032254219055,1,,,,1,0.5,0.5,,,,,,0.5,0.5,,1,0.5,0.5,,,1,0.666666686534882,0.333333343267441,0.333333343267441,0.666666686534882,,1,,1,0.666666686534882,0.333333343267441,,,0.333333343267441,0.666666686534882,0.666666686534882,0.333333343267441,,,,,0.5,0.5,0.280000001192093,0.720000028610229,,0.224999994039536,0.150000005960464,0.625
5249ce0c3ae74072a3003850,,,,,,,,1,0.964285731315613,0.0357142873108387,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,0.923076927661896,,0.300000011920929,0.0500000007450581,0.649999976158142
5249ce0c3ae74072a3003971,,,,,0.28571429848671,,0.28571429848671,0.428571432828903,0.903225779533386,0.0967741906642914,1,,,,0.25,,,,,,,,,,,0.25,1,,,,0.5,0.666666686534882,0.333333343267441,0.5,0.5,,0.5,,,1,,,,,,0.5,,,,,,0.75,0.25,0.173913046717644,0.695652186870575,,0.224999994039536,0.200000002980232,0.574999988079071
5249ce0c3ae74072a3004ad7,,,,0.222222223877907,0.111111111938953,,0.111111111938953,0.555555582046509,0.864864885807037,0.135135129094124,0.949999988079071,,,,,0.666666686534882,,,,,,,0.333333343267441,0.444444447755814,,0.692307710647583,0.538461565971375,0.461538463830948,,,0.666666686534882,0.8125,0.1875,0.5,0.5,,0.5,,1,,1,,,,,,0.5,,,,,0.888888895511627,0.111111111938953,,0.947368443012238,,0.0750000029802322,0.449999988079071,0.474999994039536
5249ce0c3ae74072a3004bf8,,,0.222222223877907,0.222222223877907,,,0.111111111938953,0.444444447755814,0.833333313465118,0.16666667163372,1,,,,1,,,,,,,,,,,,1,,,,,0.333333343267441,0.666666686534882,0.800000011920929,0.200000002980232,,,,,1,,,,0.25,0.25,0.400000005960464,0.200000002980232,,,,,0.375,0.625,0.375,0.5625,,0.400000005960464,0.200000002980232,0.400000005960464
5249ce0c3ae74072a3004950,,,0.222222223877907,0.222222223877907,,,,0.444444447755814,0.692307710647583,0.307692319154739,0.949999988079071,,,,1,,,,,,,,,,,,1,,,,,1,,1,,,,,,1,,,,,,1,,,,,,0.875,0.125,0.200000002980232,0.800000011920929,,0.675000011920929,0.200000002980232,0.125
5249ce0c3ae74072a3003740,,,0.25,0.125,0.0416666679084301,,0.0416666679084301,0.416666656732559,0.655172407627106,0.344827592372894,0.975000023841858,,,,0.333333343267441,0.5,,,,,,,0.75,,,0.666666686534882,0.833333313465118,0.16666667163372,,,,1,,0.25,0.75,,0.5,,0.636363625526428,0.214285716414452,0.785714268684387,,,0.0714285746216774,0.0714285746216774,0.125,0.3125,,,,,0.272727280855179,0.727272748947144,,,,0.275000005960464,0.550000011920929,0.174999997019768
5249ce0c3ae74072a3003861,,,0.16666667163372,,0.0833333358168602,,0.16666667163372,0.5,0.8125,0.1875,0.949999988079071,,,,0.333333343267441,,,,,,,,0.5,0.5,,0.333333343267441,0.833333313465118,0.16666667163372,,,0.25,0.600000023841858,0.400000005960464,0.363636374473572,0.636363625526428,,0.272727280855179,,1,0.600000023841858,0.400000005960464,,,,,0.0909090936183929,0.454545468091965,,,,,0.476190477609634,0.523809552192688,,0.909090936183929,,0.200000002980232,0.524999976158142,0.275000005960464
5249ce0c3ae74072a3003982,,,0.159999996423721,0.159999996423721,0.0799999982118607,,0.0799999982118607,0.400000005960464,0.705882370471954,0.294117659330368,0.925000011920929,,,,,,,,,,,,,,,,,,,,,,1,0.333333343267441,0.666666686534882,,0.333333343267441,,1,0.666666686534882,0.333333343267441,,,0.25,0.5,0.5,0.16666667163372,,,,,0.600000023841858,0.400000005960464,0.526315808296204,0.421052634716034,,0.150000005960464,0.375,0.474999994039536
5249ce0c3ae74072a3004ae8,,,0.333333343267441,,0.111111111938953,,,0.444444447755814,0.857142865657806,0.142857149243355,0.949999988079071,,,,0.400000005960464,1,,,,,,,,1,,0.200000002980232,0.600000023841858,0.400000005960464,,,1,0.833333313465118,0.16666667163372,0.333333343267441,0.666666686534882,,0.333333343267441,,1,0.5,0.5,,,,,0.333333343267441,,,,,,0.666666686534882,0.333333343267441,0.157894730567932,0.789473712444305,,0.300000011920929,0.224999994039536,0.474999994039536
5249ce0c3ae74072a3004840,,,0.159999996423721,0.0399999991059303,0.119999997317791,,0.200000002980232,0.360000014305115,0.735294103622437,0.264705896377563,1,,,,,0.25,,,,,,,0.375,0.5,,0.727272748947144,0.727272748947144,0.272727280855179,,,,0.916666686534882,0.0833333358168602,0.125,0.875,,0.625,,1,,1,,,,,0.125,0.375,,,,,0.600000023841858,0.400000005960464,,0.857142865657806,,0.150000005960464,0.5,0.349999994039536
5249ce0c3ae74072a3003630,,,,,,,0.333333343267441,0.666666686534882,0.941176474094391,0.0588235296308994,0.925000011920929,,,,1,,,,,,,,,,,,1,,,,,0.333333343267441,0.666666686534882,0.666666686534882,0.333333343267441,,0.666666686534882,,0.666666686534882,0.25,0.75,,,,0.25,0.5,0.5,,,,,0.428571432828903,0.571428596973419,0.518518507480621,0.481481492519379,,0.150000005960464,0.174999997019768,0.675000011920929
5249ce0c3ae74072a3004961,,,0.230769231915474,0.15384615957737,0.0769230797886848,,,0.384615391492844,0.807692289352417,0.192307695746422,0.949999988079071,,,,0.222222223877907,0.571428596973419,,,,,,,0.714285731315613,,,0.777777791023254,0.666666686534882,0.333333343267441,,,,1,,0.111111111938953,0.888888895511627,,0.555555582046509,,1,0.142857149243355,0.857142865657806,,,0.142857149243355,,0.666666686534882,,,,,,0.5,0.5,,0.5,,0.349999994039536,0.449999988079071,0.200000002980232
5249ce0c3ae74072a3003751,,,0.190476194024086,0.0476190485060215,,,0.0476190485060215,0.476190477609634,0.6875,0.3125,0.949999988079071,,,,0.5,1,,,,,,,,,,0.5,1,,,,,0.200000002980232,0.800000011920929,0.333333343267441,0.666666686534882,,0.333333343267441,,1,0.666666686534882,0.333333343267441,,,,0.666666686534882,0.666666686534882,0.333333343267441,,,,,0.769230782985687,0.230769231915474,0.89473682641983,0.105263158679008,,0.200000002980232,0.324999988079071,0.474999994039536
5249ce0c3ae74072a3003872,,,0.16666667163372,0.16666667163372,,,,0.5,0.903225779533386,0.0967741906642914,0.975000023841858,,,,,0.333333343267441,0.333333343267441,,,,,,1,,,0.75,0.25,0.75,,,,0.5,0.5,0.28571429848671,0.714285731315613,,0.714285731315613,,1,,1,,,0.200000002980232,,0.28571429848671,0.28571429848671,,,,,0.533333361148834,0.466666668653488,0.0625,0.875,,0.224999994039536,0.375,0.400000005960464
5249ce0c3ae74072a3003993,,,,,,,,1,0.967741906642914,0.0322580635547638,0.975000023841858,,,,1,,,,,,,,,,,,1,,,,,0.666666686534882,0.333333343267441,,1,,0.666666686534882,,1,0.5,0.5,,,,,0.333333343267441,,,,,,0.5,0.5,0.400000005960464,0.600000023841858,,0.224999994039536,0.150000005960464,0.625
5249ce0c3ae74072a3004af9,,,,,,,,0.5,0.964285731315613,0.0357142873108387,1,,,,0.16666667163372,,,,,,,,1,,,0.16666667163372,1,,,,1,0.857142865657806,0.142857149243355,0.75,0.25,,0.5,,,1,,,,0.5,,0.5,,,,,,0.636363625526428,0.363636374473572,,0.882352948188782,,0.300000011920929,0.275000005960464,0.425000011920929
5249ce0c3ae74072a3004730,,,,,,,0.5,0.5,0.935483872890472,0.0645161271095276,1,,,,,,,,,,,,,,,,1,,,,0.833333313465118,0.142857149243355,0.857142865657806,0.666666686534882,0.333333343267441,,1,,1,0.5,0.5,,,,0.5,0.666666686534882,,,,,,0.699999988079071,0.300000011920929,0.28571429848671,0.714285731315613,,0.224999994039536,0.25,0.524999976158142
5249ce0c3ae74072a3003520,,,0.16666667163372,0.333333343267441,0.16666667163372,,,0.333333343267441,0.928571403026581,0.0714285746216774,0.925000011920929,,,,,,,,,,,,,,,,,,,,,,,0.428571432828903,0.571428596973419,,0.571428596973419,,1,0.800000011920929,0.200000002980232,,,,0.25,0.28571429848671,0.28571429848671,,,,,,1,,0.857142865657806,,0.300000011920929,0.174999997019768,0.524999976158142
5249ce0c3ae74072a3004851,,,,0.111111111938953,0.111111111938953,,0.111111111938953,0.444444447755814,0.862068951129913,0.137931033968925,0.975000023841858,,,,0.200000002980232,,,,,,,,1,,,0.200000002980232,0.800000011920929,0.200000002980232,,,1,0.833333313465118,0.16666667163372,0.428571432828903,0.571428596973419,,0.428571432828903,,0.666666686534882,0.400000005960464,0.600000023841858,,,0.200000002980232,,0.375,0.125,,,,,0.428571432828903,0.571428596973419,,0.866666674613953,,0.275000005960464,0.349999994039536,0.375
5249ce0c3ae74072a3003641,,,,,,,,1,0.96875,0.03125,1,,,,0.600000023841858,1,,,,,,,0.666666686534882,0.333333343267441,,0.600000023841858,1,,,,,0.714285731315613,0.28571429848671,0.75,0.25,,0.5,,,0.75,0.25,,,0.25,,0.400000005960464,0.200000002980232,,,,,0.583333313465118,0.416666656732559,0.200000002980232,0.75,,0.200000002980232,0.300000011920929,0.5
5249ce0c3ae74072a3004972,,,0.0454545468091965,0.318181812763214,0.136363640427589,,,0.454545468091965,0.5,0.5,0.949999988079071,,,,0.666666686534882,,,,,,,,,,,,1,,,,,1,,0.400000005960464,0.600000023841858,,0.400000005960464,,1,0.666666686534882,0.333333343267441,,,,0.333333343267441,0.200000002980232,,,,,,0.375,0.625,,0.333333343267441,,0.5,0.200000002980232,0.300000011920929
5249ce0c3ae74072a3003762,,,,,,,,,1,,1,,,,0.400000005960464,,,,,,,,,,,,1,,,,0.333333343267441,0.625,0.375,0.5,0.5,,0.5,,1,,1,,,,1,,,,,,,0.800000011920929,0.200000002980232,0.0740740746259689,0.888888895511627,,0.0750000029802322,0.25,0.675000011920929
5249ce0c3ae74072a3003883,,,,0.25,,,,0.75,0.888888895511627,0.111111111938953,1,,,,1,,,,,,,,,,,,1,,,,0.333333343267441,0.5,0.5,1,,,0.5,,1,0.666666686534882,0.333333343267441,,,,0.666666686534882,0.75,,,,,,0.600000023841858,0.400000005960464,0.294117659330368,0.705882370471954,,0.324999988079071,0.25,0.425000011920929
5249ce0c3ae74072a3004620,,,0.266666680574417,,0.133333340287209,,,0.533333361148834,0.714285731315613,0.28571429848671,0.925000011920929,,,,1,,,,,,,,,,,,1,,,,0.28571429848671,0.125,0.875,0.444444447755814,0.555555582046509,,0.444444447755814,,0.75,0.600000023841858,0.400000005960464,,,0.300000011920929,0.600000023841858,0.300000011920929,,,,,,0.444444447755814,0.555555582046509,0.800000011920929,0.200000002980232,,0.300000011920929,0.449999988079071,0.25
5249ce0c3ae74072a3003410,,,0.200000002980232,0.200000002980232,0.100000001490116,,,0.5,0.852941155433655,0.147058829665184,1,,,,0.125,0.400000005960464,,,,,,,0.400000005960464,0.200000002980232,,0.625,1,,,,,1,,0.666666686534882,0.333333343267441,,0.333333343267441,,1,0.666666686534882,0.333333343267441,,,,,0.666666686534882,,,,,,0.727272748947144,0.272727280855179,,0.652173936367035,,0.150000005960464,0.275000005960464,0.574999988079071
5249ce0c3ae74072a3004741,,,,0.25,,,0.25,0.5,0.944444417953491,0.0555555559694767,1,,,,,,,,,,,,,,,,1,,,,0.833333313465118,0.333333343267441,0.666666686534882,1,,,1,,,,,,,,,,,,,,,0.818181812763214,0.181818187236786,0.159999996423721,0.839999973773956,,0.100000001490116,0.275000005960464,0.625
5249ce0c3ae74072a3003531,,,0.28571429848671,,0.142857149243355,,,0.571428596973419,0.866666674613953,0.133333340287209,0.949999988079071,,,,0.5,,,,,,,,,,,,1,,,,,1,,0.5,0.5,,0.5,,,1,,,,,,0.5,,,,,,0.5,0.5,,0.576923072338104,,0.25,0.100000001490116,0.649999976158142
5249ce0c3ae74072a3004862,,,,,0.200000002980232,,0.200000002980232,0.600000023841858,0.90625,0.09375,0.975000023841858,,,,,0.5,,,,,,,0.5,0.5,,0.666666686534882,1,,,,,1,,,1,,0.75,,1,,1,,,,,,,,,,,0.428571432828903,0.571428596973419,,0.879999995231628,,0.200000002980232,0.174999997019768,0.625
5249ce0c3ae74072a3003652,,,0.133333340287209,0.133333340287209,0.0666666701436043,,0.0666666701436043,0.333333343267441,0.838709652423859,0.161290317773819,0.975000023841858,,,,1,1,,,,,,,,1,,0.200000002980232,0.800000011920929,0.200000002980232,,,,0.833333313465118,0.16666667163372,,1,,0.666666686534882,,,1,,,,,,0.333333343267441,0.333333343267441,,,,,0.666666686534882,0.333333343267441,,0.909090936183929,,0.224999994039536,0.224999994039536,0.550000011920929
5249ce0c3ae74072a3004983,,,0.0833333358168602,,0.0833333358168602,,0.0833333358168602,0.5,0.8125,0.1875,0.975000023841858,,,,,0.5,,,,,,,0.5,,,0.5,1,,,,,1,,0.28571429848671,0.714285731315613,,0.571428596973419,,1,0.333333343267441,0.666666686534882,,,0.333333343267441,,0.28571429848671,,,,,,0.363636374473572,0.636363625526428,,0.142857149243355,,0.200000002980232,0.275000005960464,0.524999976158142
5249ce0c3ae74072a3003773,,,,,,,,,1,,0.975000023841858,,,,0.666666686534882,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,0.225806444883347,0.74193549156189,,0.150000005960464,0.0750000029802322,0.774999976158142
5249ce0c3ae74072a3003894,,,0.0909090936183929,0.181818187236786,0.0909090936183929,,,0.363636374473572,0.882352948188782,0.117647059261799,0.975000023841858,,,,0.333333343267441,,,,,,,,,,,,0.666666686534882,0.333333343267441,,,,0.600000023841858,0.400000005960464,0.25,0.75,,0.5,,0.666666686534882,0.400000005960464,0.600000023841858,,,,0.333333343267441,0.400000005960464,,,,,,0.5,0.5,0.25,0.708333313465118,,0.150000005960464,0.25,0.600000023841858
5249ce0c3ae74072a3004510,,,,,0.25,,,0.625,0.861111104488373,0.138888895511627,1,,,,,,,,,,,,,,,,1,,,,0.818181812763214,0.0833333358168602,0.916666686534882,0.75,0.25,,,,,1,,,,,,,,,,,,0.75,0.25,0.800000011920929,0.200000002980232,,0.100000001490116,0.400000005960464,0.5
5249ce0c3ae74072a3004631,,,,,0.400000005960464,,,0.400000005960464,0.939393937587738,0.060606062412262,0.949999988079071,,,,,,,,,,,,,,,,1,,,,,0.28571429848671,0.714285731315613,,1,,,,1,,1,,,,,,1,,,,,0.875,0.125,0.839999973773956,0.159999996423721,,0.174999997019768,0.200000002980232,0.625
5249ce0c3ae74072a3003421,,,0.200000002980232,0.200000002980232,,,,0.5,0.852941155433655,0.147058829665184,0.949999988079071,,,,,,,,,,,,,,,,1,,,,1,0.666666686534882,0.333333343267441,0.444444447755814,0.555555582046509,,0.444444447755814,,1,0.555555582046509,0.444444447755814,,,,,0.333333343267441,0.444444447755814,,,,,0.25,0.75,0.0454545468091965,0.727272748947144,,0.150000005960464,0.300000011920929,0.550000011920929
5249ce0c3ae74072a3004752,,,0.222222223877907,0.222222223877907,,,,0.444444447755814,0.846153855323792,0.15384615957737,1,,,,,,,,,,,,,,,0.5,0.5,0.5,,,1,0.666666686534882,0.333333343267441,0.5,0.5,,,,1,,1,,,,,,0.5,,,,,0.600000023841858,0.400000005960464,0.0476190485060215,0.61904764175415,,0.349999994039536,0.125,0.524999976158142
5249ce0c3ae74072a3003542,,,0.200000002980232,,0.0666666701436043,,0.133333340287209,0.466666668653488,0.800000011920929,0.200000002980232,0.925000011920929,,,,,,,,,,,,,,,,0.5,0.5,,,0.923076927661896,0.380952388048172,0.61904764175415,,1,,1,,1,,1,,,,,0.333333343267441,,,,,,0.875,0.125,0.272727280855179,0.636363625526428,,0.125,0.600000023841858,0.275000005960464
5249ce0c3ae74072a3004873,,,,,,,,,1,,0.949999988079071,,,,0.0833333358168602,0.400000005960464,0.400000005960464,,,,,,0.200000002980232,0.600000023841858,,0.833333313465118,0.916666686534882,0.0833333358168602,,,,1,,0.400000005960464,0.600000023841858,,0.800000011920929,,0.5,,1,,,0.5,,0.333333343267441,,,,,,0.666666686534882,0.333333343267441,,0.5,,0.25,0.449999988079071,0.300000011920929
5249ce0c3ae74072a3003663,,,0.125,,0.125,,0.125,0.375,0.914285719394684,0.0857142880558968,0.975000023841858,,,,0.333333343267441,,,,,,,,,,,,1,,,,,1,,,1,,1,,0.5,,1,,,1,,0.333333343267441,,,,,,0.5,0.5,,0.689655184745789,,0.125,0.150000005960464,0.725000023841858
5249ce0c3ae74072a3004994,,,0.16666667163372,,0.16666667163372,,,0.5,0.916666686534882,0.0833333358168602,0.975000023841858,,,,,0.5,,,,,,,0.333333343267441,0.666666686534882,,0.666666686534882,1,,,,,1,,0.16666667163372,0.833333313465118,,0.5,,0.75,,1,,,,,,0.142857149243355,,,,,0.5625,0.4375,,,,0.100000001490116,0.400000005960464,0.5
5249ce0c3ae74072a3003784,,,,,,,,1,0.972972989082336,0.0270270276814699,1,,,,0.5,,,,,,,,,,,,1,,,,,0.666666686534882,0.333333343267441,,1,,,,,1,,,,,,1,,,,,,0.75,0.25,0.181818187236786,0.787878811359406,,0.0750000029802322,0.100000001490116,0.824999988079071
5249ce0c3ae74072a3004400,,,0.222222223877907,,,,,0.444444447755814,0.882352948188782,0.117647059261799,0.949999988079071,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,0.5,0.5,,0.15625,,0.150000005960464,0.0500000007450581,0.800000011920929
5249ce0c3ae74072a3004521,,,0.181818187236786,,,,0.0909090936183929,0.545454561710358,0.806451618671417,0.193548381328583,0.949999988079071,,,,,0.25,,,,,,,0.25,0.25,,1,1,,,,,1,,0.333333343267441,0.666666686534882,,0.333333343267441,,1,0.200000002980232,0.800000011920929,,,,,0.333333343267441,0.333333343267441,,,,,0.400000005960464,0.600000023841858,,0.28571429848671,,0.224999994039536,0.25,0.524999976158142
5249ce0c3ae74072a3004642,,,0.230769231915474,0.230769231915474,0.0769230797886848,,,0.461538463830948,0.800000011920929,0.200000002980232,0.949999988079071,,,,0.571428596973419,0.333333343267441,,,,,,,0.666666686534882,,,0.428571432828903,0.857142865657806,0.142857149243355,,,,0.875,0.125,0.200000002980232,0.800000011920929,,0.600000023841858,,1,,1,,,,,0.400000005960464,0.200000002980232,,,,,0.615384638309479,0.384615391492844,,0.117647059261799,,0.25,0.324999988079071,0.425000011920929
5249ce0c3ae74072a3003432,,,0.333333343267441,,,,,0.666666686534882,0.942857146263123,0.0571428574621677,1,,,,0.200000002980232,1,,,,,,,1,,,0.600000023841858,0.800000011920929,0.200000002980232,,,0.800000011920929,0.5,0.5,1,,,1,,,,,,,,,,,,,,,0.833333313465118,0.16666667163372,0.0434782616794109,0.95652174949646,,0.125,0.300000011920929,0.574999988079071
5249ce0c3ae74072a3004763,,,0.125,0.1875,0.0625,,0.0625,0.4375,0.720000028610229,0.280000001192093,0.949999988079071,,,,0.400000005960464,,,,,,,,,,,0.200000002980232,0.800000011920929,0.200000002980232,,,,0.833333313465118,0.16666667163372,0.571428596973419,0.428571432828903,,0.142857149243355,,0.5,0.75,0.25,,,0.125,0.25,0.375,0.5,,,,,0.428571432828903,0.571428596973419,,0.727272748947144,,0.375,0.349999994039536,0.275000005960464
5249ce0c3ae74072a3004884,,,0.400000005960464,0.200000002980232,,,,0.400000005960464,0.920000016689301,0.0799999982118607,0.975000023841858,,,,1,,,,,,,,,,,,1,,,,,1,,0.5,0.5,,0.25,,,1,,,,,,0.75,,,,,,0.200000002980232,0.800000011920929,0.100000001490116,0.25,,0.375,0.125,0.5
5249ce0c3ae74072a3003674,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,0.03125,0.4375,,0.174999997019768,0.025000000372529,0.800000011920929
5249ce0c3ae74072a3003795,,,,,0.16666667163372,,0.16666667163372,0.666666686534882,0.878787875175476,0.121212124824524,0.975000023841858,,,,0.0500000007450581,0.272727280855179,,,,,,,0.181818187236786,0.181818187236786,,0.550000011920929,0.150000005960464,0.850000023841858,,,1,0.952380955219269,0.0476190485060215,,1,,0.333333343267441,,1,,1,,,,,0.333333343267441,,,,,,0.875,0.125,,0.888888895511627,,0.174999997019768,0.600000023841858,0.224999994039536
5249ce0c3ae74072a3003f4a,,,0.200000002980232,0.200000002980232,,,,0.600000023841858,0.90625,0.09375,0.975000023841858,,,,0.5,,,,,,,,,,,,0.5,0.5,,,,0.5,0.5,0.666666686534882,0.333333343267441,,0.333333343267441,,,1,,,,,0.333333343267441,1,,,,,,0.571428596973419,0.428571432828903,0.200000002980232,0.800000011920929,,0.200000002980232,0.174999997019768,0.625
5249ce0c3ae74072a3004411,,,,,0.125,,0.25,0.4375,0.787878811359406,0.212121218442917,0.925000011920929,,,,,0.28571429848671,,,,,,,0.142857149243355,0.571428596973419,,0.538461565971375,1,,,,1,0.928571403026581,0.0714285746216774,0.200000002980232,0.800000011920929,,0.600000023841858,,1,,1,,,,,,0.200000002980232,,,,,0.736842095851898,0.263157904148102,,0.5,,0.174999997019768,0.474999994039536,0.349999994039536
5249ce0c3ae74072a3004532,,,0.133333340287209,0.333333343267441,0.0666666701436043,,,0.466666668653488,0.75862067937851,0.241379305720329,1,,,,1,,,,,,,,,,,,1,,,,,1,,0.5,0.5,,0.25,,,1,,,,,,0.75,0.25,,,,,0.428571432828903,0.571428596973419,,0.181818187236786,,0.275000005960464,0.174999997019768,0.550000011920929
5249ce0c3ae74072a3004653,,,0.25,,0.0833333358168602,,0.0833333358168602,0.5,0.833333313465118,0.16666667163372,0.975000023841858,,,,,,,,,,,,,,,,1,,,,,1,,1,,,0.5,,1,,1,,,,,0.5,,,,,,0.333333343267441,0.666666686534882,,0.181818187236786,,0.100000001490116,0.0750000029802322,0.824999988079071
5249ce0c3ae74072a3003443,,,,,,,,0.5,0.972222208976746,0.0277777779847383,0.975000023841858,,,,0.25,,,,,,,,,,,,1,,,,1,0.571428596973419,0.428571432828903,0.5,0.5,,1,,1,,1,,,,0.5,0.5,0.5,,,,,0.777777791023254,0.222222223877907,0.259259253740311,0.703703701496124,,0.100000001490116,0.224999994039536,0.675000011920929
5249ce0c3ae74072a3004774,,,0.111111111938953,0.222222223877907,,,,0.555555582046509,0.736842095851898,0.263157904148102,0.925000011920929,,,,1,,,,,,,,,,,,1,,,,,1,,0.200000002980232,0.800000011920929,,0.200000002980232,,1,0.400000005960464,0.600000023841858,,,0.200000002980232,,0.800000011920929,,,,,,0.375,0.625,,0.363636374473572,,0.524999976158142,0.200000002980232,0.275000005960464
5249ce0c3ae74072a3003564,,,,0.25,,,,0.75,0.892857134342194,0.107142858207226,0.975000023841858,,,,0.5,,,,,,,,,,,,1,,,,,1,,1,,,1,,,0.333333343267441,0.666666686534882,,,,,,0.333333343267441,,,,,0.400000005960464,0.600000023841858,,0.304347813129425,,0.300000011920929,0.125,0.574999988079071
5249ce0c3ae74072a3004895,,,0.5,,,,,0.5,0.903225779533386,0.0967741906642914,1,,,,0.222222223877907,0.75,,,,,,,,1,,0.444444447755814,0.777777791023254,0.222222223877907,,,1,0.899999976158142,0.100000001490116,1,,,,,,1,,,,,,1,,,,,,0.909090936183929,0.0909090936183929,0.200000002980232,0.800000011920929,,0.224999994039536,0.275000005960464,0.5
5249ce0c3ae74072a3003685,,,,0.200000002980232,,,,0.800000011920929,0.888888895511627,0.111111111938953,0.975000023841858,,,,,,,,,,,,,,,,1,,,,,1,,,1,,0.666666686534882,,,1,,,,1,,0.333333343267441,,,,,,0.571428596973419,0.428571432828903,,0.551724135875702,,0.100000001490116,0.174999997019768,0.725000023841858
5249ce0c3ae74072a3003e3a,,,0.148148149251938,0.296296298503876,0.0370370373129845,,,0.444444447755814,0.47826087474823,0.52173912525177,0.949999988079071,,,,1,,,,,,,,,,,0.333333343267441,1,,,,1,0.75,0.25,0.428571432828903,0.571428596973419,,0.142857149243355,,1,0.642857134342194,0.357142865657806,,,,,0.214285716414452,0.5,,,,,0.222222223877907,0.777777791023254,,0.600000023841858,,0.425000011920929,0.449999988079071,0.125
5249ce0c3ae74072a3003f5b,,,0.5,,,,,0.5,0.972972989082336,0.0270270276814699,1,,,,1,,,,,,,,,,,,1,,,,,0.200000002980232,0.800000011920929,1,,,1,,,1,,,,,,,0.5,,,,,0.714285731315613,0.28571429848671,0.0666666701436043,0.933333337306976,,0.0750000029802322,0.174999997019768,0.75
5249ce0c3ae74072a3004301,,,,0.16666667163372,,,,0.5,0.90625,0.09375,0.975000023841858,,,,0.333333343267441,1,,,,,,,,1,,0.333333343267441,0.666666686534882,0.333333343267441,,,,1,,0.16666667163372,0.833333313465118,,1,,1,0.333333343267441,0.666666686534882,,,0.333333343267441,,0.333333343267441,,,,,,0.333333343267441,0.666666686534882,,0.826086938381195,,0.200000002980232,0.224999994039536,0.574999988079071
5249ce0c3ae74072a3004334,,,0.100000001490116,0.400000005960464,0.100000001490116,,,0.400000005960464,0.866666674613953,0.133333340287209,1,,,,0.75,,,,,,,,,,,,1,,,,,1,,,1,,1,,,0.5,0.5,,,,,1,,,,,,0.666666686534882,0.333333343267441,,0.5,,0.25,0.150000005960464,0.600000023841858
5249ce0c3ae74072a3004422,,,0.142857149243355,0.0714285746216774,,,0.0714285746216774,0.5,0.794117629528046,0.205882355570793,0.975000023841858,,,,,,,,,,,,,,,,0.5,0.5,,,0.363636374473572,0.15384615957737,0.846153855323792,0.25,0.75,,0.5,,0.5,0.333333343267441,0.666666686534882,,,,1,0.333333343267441,,,,,,0.684210538864136,0.315789461135864,0.400000005960464,0.600000023841858,,0.150000005960464,0.474999994039536,0.375
