subject_id, sim_redshift, sim_evolution, filename
5249ce0c3ae74072a3003433,0.300,1.0,587725816945639430_z0.300_evo1.0.jpg
5249ce0c3ae74072a3003434,0.300,1.5,587725816945639430_z0.300_evo1.5.jpg
5249ce0c3ae74072a3003435,0.300,2.0,587725816945639430_z0.300_evo2.0.jpg
5249ce0c3ae74072a3003436,0.300,2.5,587725816945639430_z0.300_evo2.5.jpg
5249ce0c3ae74072a3003437,0.300,3.0,587725816945639430_z0.300_evo3.0.jpg
5249ce0c3ae74072a3003438,0.400,0.0,587725816945639430_z0.400_evo0.0.jpg
5249ce0c3ae74072a3003439,0.400,0.5,587725816945639430_z0.400_evo0.5.jpg
5249ce0c3ae74072a300343a,0.400,1.0,587725816945639430_z0.400_evo1.0.jpg
5249ce0c3ae74072a300343b,0.400,1.5,587725816945639430_z0.400_evo1.5.jpg
5249ce0c3ae74072a300343c,0.400,2.0,587725816945639430_z0.400_evo2.0.jpg
5249ce0c3ae74072a300343d,0.400,2.5,587725816945639430_z0.400_evo2.5.jpg
5249ce0c3ae74072a300343e,0.400,3.0,587725816945639430_z0.400_evo3.0.jpg
5249ce0c3ae74072a300343f,0.500,0.0,587725816945639430_z0.500_evo0.0.jpg
5249ce0c3ae74072a3003440,0.500,0.5,587725816945639430_z0.500_evo0.5.jpg
5249ce0c3ae74072a3003441,0.500,1.0,587725816945639430_z0.500_evo1.0.jpg
5249ce0c3ae74072a3003442,0.500,1.5,587725816945639430_z0.500_evo1.5.jpg
5249ce0c3ae74072a3003443,0.500,2.0,587725816945639430_z0.500_evo2.0.jpg
5249ce0c3ae74072a3003444,0.500,2.5,587725816945639430_z0.500_evo2.5.jpg
5249ce0c3ae74072a3003445,0.500,3.0,587725816945639430_z0.500_evo3.0.jpg
5249ce0c3ae74072a3003446,0.600,0.0,587725816945639430_z0.600_evo0.0.jpg
5249ce0c3ae74072a3003447,0.600,0.5,587725816945639430_z0.600_evo0.5.jpg
5249ce0c3ae74072a3003448,0.600,1.0,587725816945639430_z0.600_evo1.0.jpg
5249ce0c3ae74072a3003449,0.600,1.5,587725816945639430_z0.600_evo1.5.jpg
5249ce0c3ae74072a300344a,0.600,2.0,587725816945639430_z0.600_evo2.0.jpg
5249ce0c3ae74072a300344b,0.600,2.5,587725816945639430_z0.600_evo2.5.jpg
5249ce0c3ae74072a300344c,0.600,3.0,587725816945639430_z0.600_evo3.0.jpg
5249ce0c3ae74072a300344d,0.700,0.0,587725816945639430_z0.700_evo0.0.jpg
5249ce0c3ae74072a300344e,0.700,0.5,587725816945639430_z0.700_evo0.5.jpg
5249ce0c3ae74072a300344f,0.700,1.0,587725816945639430_z0.700_evo1.0.jpg
5249ce0c3ae74072a3003450,0.700,1.5,587725816945639430_z0.700_evo1.5.jpg
5249ce0c3ae74072a3003451,0.700,2.0,587725816945639430_z0.700_evo2.0.jpg
5249ce0c3ae74072a3003452,0.700,2.5,587725816945639430_z0.700_evo2.5.jpg
5249ce0c3ae74072a3003453,0.700,3.0,587725816945639430_z0.700_evo3.0.jpg
5249ce0c3ae74072a3003454,0.800,0.0,587725816945639430_z0.800_evo0.0.jpg
5249ce0c3ae74072a3003455,0.800,0.5,587725816945639430_z0.800_evo0.5.jpg
5249ce0c3ae74072a3003456,0.800,1.0,587725816945639430_z0.800_evo1.0.jpg
5249ce0c3ae74072a3003457,0.800,1.5,587725816945639430_z0.800_evo1.5.jpg
5249ce0c3ae74072a3003458,0.800,2.0,587725816945639430_z0.800_evo2.0.jpg
5249ce0c3ae74072a3003459,0.800,2.5,587725816945639430_z0.800_evo2.5.jpg
5249ce0c3ae74072a300345a,0.800,3.0,587725816945639430_z0.800_evo3.0.jpg
5249ce0c3ae74072a300345b,0.900,0.0,587725816945639430_z0.900_evo0.0.jpg
5249ce0c3ae74072a300345c,0.900,0.5,587725816945639430_z0.900_evo0.5.jpg
5249ce0c3ae74072a300345d,0.900,1.0,587725816945639430_z0.900_evo1.0.jpg
5249ce0c3ae74072a300345e,0.900,1.5,587725816945639430_z0.900_evo1.5.jpg
5249ce0c3ae74072a300345f,0.900,2.0,587725816945639430_z0.900_evo2.0.jpg
5249ce0c3ae74072a3003460,0.900,2.5,587725816945639430_z0.900_evo2.5.jpg
5249ce0c3ae74072a3003461,0.900,3.0,587725816945639430_z0.900_evo3.0.jpg
5249ce0c3ae74072a3003462,1.000,0.0,587725816945639430_z1.000_evo0.0.jpg
5249ce0c3ae74072a3003463,1.000,0.5,587725816945639430_z1.000_evo0.5.jpg
5249ce0c3ae74072a3003464,1.000,1.0,587725816945639430_z1.000_evo1.0.jpg
5249ce0c3ae74072a3003465,1.000,1.5,587725816945639430_z1.000_evo1.5.jpg
5249ce0c3ae74072a3003466,1.000,2.0,587725816945639430_z1.000_evo2.0.jpg
5249ce0c3ae74072a3003467,1.000,2.5,587725816945639430_z1.000_evo2.5.jpg
5249ce0c3ae74072a3003468,1.000,3.0,587725816945639430_z1.000_evo3.0.jpg
5249ce0c3ae74072a3003469,0.500,0.0,587725994110812271_z0.500_evo0.0.jpg
5249ce0c3ae74072a300346a,0.500,0.5,587725994110812271_z0.500_evo0.5.jpg
5249ce0c3ae74072a300346b,0.500,1.0,587725994110812271_z0.500_evo1.0.jpg
5249ce0c3ae74072a300346c,0.500,1.5,587725994110812271_z0.500_evo1.5.jpg
5249ce0c3ae74072a300346d,0.600,0.0,587725994110812271_z0.600_evo0.0.jpg
5249ce0c3ae74072a300346e,0.600,0.5,587725994110812271_z0.600_evo0.5.jpg
5249ce0c3ae74072a300346f,0.600,1.0,587725994110812271_z0.600_evo1.0.jpg
5249ce0c3ae74072a3003470,0.600,1.5,587725994110812271_z0.600_evo1.5.jpg
5249ce0c3ae74072a3003471,0.700,0.0,587725994110812271_z0.700_evo0.0.jpg
5249ce0c3ae74072a3003472,0.700,0.5,587725994110812271_z0.700_evo0.5.jpg
5249ce0c3ae74072a3003473,0.700,1.0,587725994110812271_z0.700_evo1.0.jpg
5249ce0c3ae74072a3003474,0.700,1.5,587725994110812271_z0.700_evo1.5.jpg
5249ce0c3ae74072a3003475,0.800,0.0,587725994110812271_z0.800_evo0.0.jpg
5249ce0c3ae74072a3003476,0.800,0.5,587725994110812271_z0.800_evo0.5.jpg
5249ce0c3ae74072a3003477,0.800,1.0,587725994110812271_z0.800_evo1.0.jpg
5249ce0c3ae74072a3003478,0.800,1.5,587725994110812271_z0.800_evo1.5.jpg
5249ce0c3ae74072a3003479,0.900,0.0,587725994110812271_z0.900_evo0.0.jpg
5249ce0c3ae74072a300347a,0.900,0.5,587725994110812271_z0.900_evo0.5.jpg
5249ce0c3ae74072a300347b,0.900,1.0,587725994110812271_z0.900_evo1.0.jpg
5249ce0c3ae74072a300347c,0.900,1.5,587725994110812271_z0.900_evo1.5.jpg
5249ce0c3ae74072a300347d,1.000,0.0,587725994110812271_z1.000_evo0.0.jpg
5249ce0c3ae74072a300347e,1.000,0.5,587725994110812271_z1.000_evo0.5.jpg
5249ce0c3ae74072a300347f,1.000,1.0,587725994110812271_z1.000_evo1.0.jpg
5249ce0c3ae74072a3003480,1.000,1.5,587725994110812271_z1.000_evo1.5.jpg
5249ce0c3ae74072a3003481,1.000,0.0,587726015071584436_z1.000_evo0.0.jpg
5249ce0c3ae74072a3003482,1.000,0.5,587726015071584436_z1.000_evo0.5.jpg
5249ce0c3ae74072a3003483,1.000,1.0,587726015071584436_z1.000_evo1.0.jpg
5249ce0c3ae74072a3003484,0.500,0.0,587726031695970407_z0.500_evo0.0.jpg
5249ce0c3ae74072a3003485,0.500,0.5,587726031695970407_z0.500_evo0.5.jpg
5249ce0c3ae74072a3003486,0.500,1.0,587726031695970407_z0.500_evo1.0.jpg
5249ce0c3ae74072a3003487,0.500,1.5,587726031695970407_z0.500_evo1.5.jpg
5249ce0c3ae74072a3003488,0.600,0.0,587726031695970407_z0.600_evo0.0.jpg
5249ce0c3ae74072a3003489,0.600,0.5,587726031695970407_z0.600_evo0.5.jpg
5249ce0c3ae74072a300348a,0.600,1.0,587726031695970407_z0.600_evo1.0.jpg
5249ce0c3ae74072a300348b,0.600,1.5,587726031695970407_z0.600_evo1.5.jpg
5249ce0c3ae74072a300348c,0.700,0.0,587726031695970407_z0.700_evo0.0.jpg
5249ce0c3ae74072a300348d,0.700,0.5,587726031695970407_z0.700_evo0.5.jpg
5249ce0c3ae74072a300348e,0.700,1.0,587726031695970407_z0.700_evo1.0.jpg
5249ce0c3ae74072a300348f,0.700,1.5,587726031695970407_z0.700_evo1.5.jpg
5249ce0c3ae74072a3003490,0.800,0.0,587726031695970407_z0.800_evo0.0.jpg
5249ce0c3ae74072a3003491,0.800,0.5,587726031695970407_z0.800_evo0.5.jpg
5249ce0c3ae74072a3003492,0.800,1.0,587726031695970407_z0.800_evo1.0.jpg
5249ce0c3ae74072a3003493,0.800,1.5,587726031695970407_z0.800_evo1.5.jpg
5249ce0c3ae74072a3003494,0.900,0.0,587726031695970407_z0.900_evo0.0.jpg
5249ce0c3ae74072a3003495,0.900,0.5,587726031695970407_z0.900_evo0.5.jpg
5249ce0c3ae74072a3003496,0.900,1.0,587726031695970407_z0.900_evo1.0.jpg
5249ce0c3ae74072a3003497,0.900,1.5,587726031695970407_z0.900_evo1.5.jpg
5249ce0c3ae74072a3003498,1.000,0.0,587726031695970407_z1.000_evo0.0.jpg
5249ce0c3ae74072a3003499,1.000,0.5,587726031695970407_z1.000_evo0.5.jpg
5249ce0c3ae74072a300349a,1.000,1.0,587726031695970407_z1.000_evo1.0.jpg
5249ce0c3ae74072a300349b,1.000,1.5,587726031695970407_z1.000_evo1.5.jpg
5249ce0c3ae74072a300349c,1.000,0.0,587726031726051344_z1.000_evo0.0.jpg
5249ce0c3ae74072a300349d,1.000,0.5,587726031726051344_z1.000_evo0.5.jpg
5249ce0c3ae74072a300349e,1.000,1.0,587726031726051344_z1.000_evo1.0.jpg
5249ce0c3ae74072a300349f,0.300,0.0,587726032261742732_z0.300_evo0.0.jpg
5249ce0c3ae74072a30034a0,0.300,0.5,587726032261742732_z0.300_evo0.5.jpg
5249ce0c3ae74072a30034a1,0.300,1.0,587726032261742732_z0.300_evo1.0.jpg
5249ce0c3ae74072a30034a2,0.300,1.5,587726032261742732_z0.300_evo1.5.jpg
5249ce0c3ae74072a30034a3,0.300,2.0,587726032261742732_z0.300_evo2.0.jpg
5249ce0c3ae74072a30034a4,0.300,2.5,587726032261742732_z0.300_evo2.5.jpg
5249ce0c3ae74072a30034a5,0.300,3.0,587726032261742732_z0.300_evo3.0.jpg
5249ce0c3ae74072a30034a6,0.400,0.0,587726032261742732_z0.400_evo0.0.jpg
5249ce0c3ae74072a30034a7,0.400,0.5,587726032261742732_z0.400_evo0.5.jpg
5249ce0c3ae74072a30034a8,0.400,1.0,587726032261742732_z0.400_evo1.0.jpg
5249ce0c3ae74072a30034a9,0.400,1.5,587726032261742732_z0.400_evo1.5.jpg
5249ce0c3ae74072a30034aa,0.400,2.0,587726032261742732_z0.400_evo2.0.jpg
5249ce0c3ae74072a30034ab,0.400,2.5,587726032261742732_z0.400_evo2.5.jpg
5249ce0c3ae74072a30034ac,0.400,3.0,587726032261742732_z0.400_evo3.0.jpg
5249ce0c3ae74072a30034ad,0.500,0.0,587726032261742732_z0.500_evo0.0.jpg
5249ce0c3ae74072a30034ae,0.500,0.5,587726032261742732_z0.500_evo0.5.jpg
5249ce0c3ae74072a30034af,0.500,1.0,587726032261742732_z0.500_evo1.0.jpg
5249ce0c3ae74072a30034b0,0.500,1.5,587726032261742732_z0.500_evo1.5.jpg
5249ce0c3ae74072a30034b1,0.500,2.0,587726032261742732_z0.500_evo2.0.jpg
5249ce0c3ae74072a30034b2,0.500,2.5,587726032261742732_z0.500_evo2.5.jpg
5249ce0c3ae74072a30034b3,0.500,3.0,587726032261742732_z0.500_evo3.0.jpg
5249ce0c3ae74072a30034b4,0.600,0.0,587726032261742732_z0.600_evo0.0.jpg
5249ce0c3ae74072a30034b5,0.600,0.5,587726032261742732_z0.600_evo0.5.jpg
5249ce0c3ae74072a30034b6,0.600,1.0,587726032261742732_z0.600_evo1.0.jpg
5249ce0c3ae74072a30034b7,0.600,1.5,587726032261742732_z0.600_evo1.5.jpg
5249ce0c3ae74072a30034b8,0.600,2.0,587726032261742732_z0.600_evo2.0.jpg
5249ce0c3ae74072a30034b9,0.600,2.5,587726032261742732_z0.600_evo2.5.jpg
5249ce0c3ae74072a30034ba,0.600,3.0,587726032261742732_z0.600_evo3.0.jpg
5249ce0c3ae74072a30034bb,0.700,0.0,587726032261742732_z0.700_evo0.0.jpg
5249ce0c3ae74072a30034bc,0.700,0.5,587726032261742732_z0.700_evo0.5.jpg
5249ce0c3ae74072a30034bd,0.700,1.0,587726032261742732_z0.700_evo1.0.jpg
5249ce0c3ae74072a30034be,0.700,1.5,587726032261742732_z0.700_evo1.5.jpg
5249ce0c3ae74072a30034bf,0.700,2.0,587726032261742732_z0.700_evo2.0.jpg
5249ce0c3ae74072a30034c0,0.700,2.5,587726032261742732_z0.700_evo2.5.jpg
5249ce0c3ae74072a30034c1,0.700,3.0,587726032261742732_z0.700_evo3.0.jpg
5249ce0c3ae74072a30034c2,0.800,0.0,587726032261742732_z0.800_evo0.0.jpg
5249ce0c3ae74072a30034c3,0.800,0.5,587726032261742732_z0.800_evo0.5.jpg
5249ce0c3ae74072a30034c4,0.800,1.0,587726032261742732_z0.800_evo1.0.jpg
5249ce0c3ae74072a30034c5,0.800,1.5,587726032261742732_z0.800_evo1.5.jpg
5249ce0c3ae74072a30034c6,0.800,2.0,587726032261742732_z0.800_evo2.0.jpg
5249ce0c3ae74072a30034c7,0.800,2.5,587726032261742732_z0.800_evo2.5.jpg
5249ce0c3ae74072a30034c8,0.800,3.0,587726032261742732_z0.800_evo3.0.jpg
5249ce0c3ae74072a30034c9,0.900,0.0,587726032261742732_z0.900_evo0.0.jpg
5249ce0c3ae74072a30034ca,0.900,0.5,587726032261742732_z0.900_evo0.5.jpg
5249ce0c3ae74072a30034cb,0.900,1.0,587726032261742732_z0.900_evo1.0.jpg
5249ce0c3ae74072a30034cc,0.900,1.5,587726032261742732_z0.900_evo1.5.jpg
5249ce0c3ae74072a30034cd,0.900,2.0,587726032261742732_z0.900_evo2.0.jpg
5249ce0c3ae74072a30034ce,0.900,2.5,587726032261742732_z0.900_evo2.5.jpg
5249ce0c3ae74072a30034cf,0.900,3.0,587726032261742732_z0.900_evo3.0.jpg
5249ce0c3ae74072a30034d0,1.000,0.0,587726032261742732_z1.000_evo0.0.jpg
5249ce0c3ae74072a30034d1,1.000,0.5,587726032261742732_z1.000_evo0.5.jpg
5249ce0c3ae74072a30034d2,1.000,1.0,587726032261742732_z1.000_evo1.0.jpg
5249ce0c3ae74072a30034d3,1.000,1.5,587726032261742732_z1.000_evo1.5.jpg
5249ce0c3ae74072a30034d4,1.000,2.0,587726032261742732_z1.000_evo2.0.jpg
5249ce0c3ae74072a30034d5,1.000,2.5,587726032261742732_z1.000_evo2.5.jpg
5249ce0c3ae74072a30034d6,1.000,3.0,587726032261742732_z1.000_evo3.0.jpg
5249ce0c3ae74072a30034d7,0.800,0.0,587726033331945615_z0.800_evo0.0.jpg
5249ce0c3ae74072a30034d8,0.800,0.5,587726033331945615_z0.800_evo0.5.jpg
5249ce0c3ae74072a30034d9,0.800,1.0,587726033331945615_z0.800_evo1.0.jpg
5249ce0c3ae74072a30034da,0.900,0.0,587726033331945615_z0.900_evo0.0.jpg
5249ce0c3ae74072a30034db,0.900,0.5,587726033331945615_z0.900_evo0.5.jpg
5249ce0c3ae74072a30034dc,0.900,1.0,587726033331945615_z0.900_evo1.0.jpg
5249ce0c3ae74072a30034dd,1.000,0.0,587726033331945615_z1.000_evo0.0.jpg
5249ce0c3ae74072a30034de,1.000,0.5,587726033331945615_z1.000_evo0.5.jpg
5249ce0c3ae74072a30034df,1.000,1.0,587726033331945615_z1.000_evo1.0.jpg
5249ce0c3ae74072a30034e0,0.800,0.0,587727944033304748_z0.800_evo0.0.jpg
5249ce0c3ae74072a30034e1,0.800,0.5,587727944033304748_z0.800_evo0.5.jpg
5249ce0c3ae74072a30034e2,0.800,1.0,587727944033304748_z0.800_evo1.0.jpg
5249ce0c3ae74072a30034e3,0.900,0.0,587727944033304748_z0.900_evo0.0.jpg
5249ce0c3ae74072a30034e4,0.900,0.5,587727944033304748_z0.900_evo0.5.jpg
5249ce0c3ae74072a30034e5,0.900,1.0,587727944033304748_z0.900_evo1.0.jpg
5249ce0c3ae74072a30034e6,1.000,0.0,587727944033304748_z1.000_evo0.0.jpg
5249ce0c3ae74072a30034e7,1.000,0.5,587727944033304748_z1.000_evo0.5.jpg
5249ce0c3ae74072a30034e8,1.000,1.0,587727944033304748_z1.000_evo1.0.jpg
5249ce0c3ae74072a30034e9,0.800,0.0,587728309103427790_z0.800_evo0.0.jpg
5249ce0c3ae74072a30034ea,0.800,0.5,587728309103427790_z0.800_evo0.5.jpg
5249ce0c3ae74072a30034eb,0.800,1.0,587728309103427790_z0.800_evo1.0.jpg
5249ce0c3ae74072a30034ec,0.900,0.0,587728309103427790_z0.900_evo0.0.jpg
